EventID,Start Date,End Date,Peak Flood Level (m),Peak FL Date,Num Peak FL,Peak Discharge Q (cumec),Peak Discharge Date,Flood Volume (cumec),Event Duration (days),Time to Peak (days),Recession Time (day),Flood Type,GaugeID,Warning Level,Danger Level,Station,Latitude,Longitude,River Name/ Tributory/ SubTributory,Basin,State,Start_date,End_date,Level_Entries,Streamflow_Entries,Privacy,Source Catchment Area,Catchment Area,Area variation (%),Reliability,District
INDOFLOODS-gauge-571-117,1983-09-28,1983-10-05,228.5,1983-10-02,1,2500.0,1983-10-02,15466.8,8,5,4,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-118,1984-07-07,1984-07-07,227.45,1984-07-07,1,1412.2,1984-07-07,1412.2,1,1,1,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-119,1984-07-19,1984-07-19,227.22,1984-07-19,1,1214.7,1984-07-19,1214.7,1,1,1,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-120,1984-08-03,1984-08-08,233.09,1984-08-04,1,11120.8,1984-08-04,24179.2,6,2,5,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-121,1984-08-10,1984-08-28,233.92,1984-08-19,1,12935.4,1984-08-20,71637.6,19,10,10,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-122,1985-07-16,1985-07-20,230.06,1985-07-17,1,4522.1,1985-07-17,14631.5,5,2,4,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-123,1985-07-23,1985-07-23,226.78,1985-07-23,1,996.6,1985-07-23,996.6,1,1,1,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-124,1985-07-27,1985-07-29,227.41,1985-07-28,1,1400.0,1985-07-28,3798.2,3,2,2,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-125,1985-08-04,1985-08-05,228.26,1985-08-04,1,2157.3,1985-08-04,3604.1,2,1,2,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-126,1985-08-10,1985-08-22,229.46,1985-08-10,1,4139.3,1985-08-10,30527.0,13,1,13,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-127,1985-10-13,1985-10-14,228.28,1985-10-13,1,2302.2,1985-10-13,3313.4,2,1,2,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-128,1986-06-22,1986-06-23,228.21,1986-06-23,1,2139.7,1986-06-23,4143.2,2,2,1,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-129,1986-06-25,1986-06-30,230.19,1986-06-26,1,6354.9,1986-06-26,18038.8,6,2,5,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-130,1986-07-10,1986-07-10,227.71,1986-07-10,1,1785.4,1986-07-10,1785.4,1,1,1,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-131,1986-07-15,1986-07-31,232.46,1986-07-25,1,11111.8,1986-07-25,53975.8,17,11,7,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-132,1986-08-06,1986-08-24,233.06,1986-08-15,2,14100.6,1986-08-15,68941.8,19,10,10,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-133,1987-07-29,1987-07-29,226.82,1987-07-29,1,1238.5,1987-07-29,1238.5,1,1,1,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-134,1987-08-29,1987-08-31,227.03,1987-08-29,1,1157.0,1987-08-31,3216.3,3,1,3,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-135,1988-06-27,1988-06-27,226.94,1988-06-27,1,1100.0,1988-06-27,1100.0,1,1,1,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-136,1988-07-10,1988-07-16,228.54,1988-07-10,1,2350.0,1988-07-10,11790.0,7,1,7,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-137,1988-07-22,1988-07-24,227.22,1988-07-23,1,1290.0,1988-07-23,3500.0,3,2,2,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-138,1988-07-26,1988-08-07,229.6,1988-08-02,1,3200.0,1988-08-02,28400.0,13,8,6,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-139,1988-08-19,1988-08-31,229.1,1988-08-24,1,2800.0,1988-08-24,21360.6,13,6,8,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-140,1988-09-07,1988-09-13,227.34,1988-09-11,1,1566.5,1988-09-08,9198.5,7,5,3,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-141,1988-09-24,1988-09-25,226.81,1988-09-24,2,970.0,1988-09-25,1790.6,2,1,2,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-142,1988-09-30,1988-10-04,227.5,1988-10-03,1,1510.0,1988-10-03,5861.6,5,4,2,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-143,1989-08-16,1989-08-16,227.21,1989-08-16,1,1297.2,1989-08-16,1297.2,1,1,1,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-144,1989-08-24,1989-08-29,228.17,1989-08-26,1,2282.8,1989-08-26,10905.3,6,3,4,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-145,1989-09-01,1989-09-04,227.5,1989-09-02,1,1595.0,1989-09-02,5344.0,4,2,3,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-146,1990-06-29,1990-06-29,228.07,1990-06-29,1,2045.0,1990-06-29,2045.0,1,1,1,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-147,1990-07-04,1990-07-04,227.31,1990-07-04,1,1400.0,1990-07-04,1400.0,1,1,1,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-148,1990-07-17,1990-07-28,230.11,1990-07-22,1,4046.6,1990-07-22,29311.7,12,6,7,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-149,1990-08-11,1990-08-11,226.89,1990-08-11,1,1016.2,1990-08-11,1016.2,1,1,1,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-150,1990-08-15,1990-08-26,228.88,1990-08-24,1,2900.0,1990-08-24,24555.7,12,10,3,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-151,1990-08-31,1990-09-13,228.76,1990-09-01,1,2732.7,1990-09-01,26498.3,14,2,13,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-152,1990-09-16,1990-09-18,227.42,1990-09-17,1,1353.5,1990-09-17,3718.0,3,2,2,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-153,1990-09-22,1990-09-24,227.54,1990-09-22,1,1620.0,1990-09-22,3736.3,3,1,3,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-154,1990-09-26,1990-09-26,226.83,1990-09-26,1,1046.2,1990-09-26,1046.2,1,1,1,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-155,1990-09-30,1990-10-05,228.15,1990-10-01,2,2150.0,1990-10-01,9803.3,6,2,5,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-156,1990-10-08,1990-10-08,226.93,1990-10-08,1,1176.0,1990-10-08,1176.0,1,1,1,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-157,1990-10-12,1990-10-14,227.75,1990-10-13,1,1705.4,1990-10-13,4255.6,3,2,2,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-158,1991-07-18,1991-07-20,229.31,1991-07-19,1,3111.7,1991-07-19,5208.6,3,2,2,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-159,1991-07-31,1991-08-02,233.47,1991-07-31,1,10046.2,1991-07-31,14678.2,3,1,3,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-160,1991-08-06,1991-08-10,228.13,1991-08-08,1,2111.3,1991-08-08,7470.5,5,3,3,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-161,1991-08-16,1991-08-28,231.31,1991-08-25,1,4741.0,1991-08-25,30422.6,13,10,4,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-162,1992-07-30,1992-07-31,229.18,1992-07-30,1,2664.0,1992-07-30,4169.0,2,1,2,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-163,1992-08-08,1992-08-13,227.71,1992-08-10,1,1883.0,1992-08-10,7843.5,6,3,4,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-164,1992-08-15,1992-08-30,232.27,1992-08-17,1,7463.0,1992-08-17,53025.2,16,3,14,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-165,1992-09-07,1992-09-13,228.09,1992-09-08,1,2186.0,1992-09-08,9325.5,7,2,6,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-166,1993-07-10,1993-07-10,226.96,1993-07-10,1,1175.0,1993-07-10,1175.0,1,1,1,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-167,1993-07-15,1993-07-19,230.47,1993-07-17,1,4370.0,1993-07-17,10340.0,5,3,3,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-168,1993-07-28,1993-08-08,229.84,1993-08-06,1,3786.0,1993-08-06,23503.0,12,10,3,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-169,1993-08-17,1993-08-23,229.27,1993-08-18,1,3268.0,1993-08-18,13940.0,7,2,6,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-170,1993-09-01,1993-09-05,227.17,1993-09-04,1,1259.0,1993-09-04,5632.2,5,4,2,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-171,1993-09-07,1993-09-12,228.05,1993-09-11,1,2016.0,1993-09-11,7688.0,6,5,2,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-172,1993-09-26,1993-10-03,228.97,1993-09-29,1,3048.0,1993-09-29,16243.5,8,4,5,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-173,1993-10-20,1993-10-20,226.84,1993-10-20,1,1069.0,1993-10-20,1069.0,1,1,1,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-174,1994-06-23,1994-06-24,228.59,1994-06-23,1,2972.0,1994-06-23,4615.0,2,1,2,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-175,1994-06-29,1994-06-30,227.0,1994-06-30,1,1200.0,1994-06-30,2355.0,2,2,1,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-176,1994-07-05,1994-07-06,227.44,1994-07-06,1,1580.0,1994-07-06,3151.0,2,2,1,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-177,1994-07-10,1994-08-17,233.69,1994-07-12,1,10354.0,1994-07-12,134900.3,39,3,37,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-178,1994-08-19,1994-09-20,237.09,1994-09-07,1,27124.0,1994-09-07,169940.0,33,20,14,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-179,1994-10-08,1994-10-11,228.84,1994-10-08,1,2748.0,1994-10-09,8396.0,4,1,4,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-180,1995-07-20,1995-07-28,230.7,1995-07-25,1,4889.0,1995-07-25,24031.0,9,6,4,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-181,1995-07-31,1995-08-01,228.03,1995-07-31,1,1699.0,1995-07-31,2913.0,2,1,2,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-182,1995-08-04,1995-08-06,227.24,1995-08-05,1,1136.0,1995-08-04,3264.0,3,2,2,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-183,1995-08-09,1995-08-13,228.31,1995-08-11,1,2117.0,1995-08-11,6929.3,5,3,3,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-184,1995-08-20,1995-08-25,227.63,1995-08-21,1,1443.0,1995-08-21,6704.6,6,2,5,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-185,1995-08-30,1995-09-07,230.47,1995-09-02,1,4520.0,1995-09-02,18106.8,9,4,6,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-186,1995-09-18,1995-09-20,227.34,1995-09-19,1,1224.0,1995-09-19,3369.0,3,2,2,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-187,1996-07-28,1996-07-29,227.19,1996-07-28,1,1212.0,1996-07-28,2319.0,2,1,2,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-188,1996-08-18,1996-08-28,228.32,1996-08-18,1,2059.0,1996-08-18,13835.5,11,1,11,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
