EventID,Start Date,End Date,Peak Flood Level (m),Peak FL Date,Num Peak FL,Peak Discharge Q (cumec),Peak Discharge Date,Flood Volume (cumec),Event Duration (days),Time to Peak (days),Recession Time (day),Flood Type,GaugeID,Warning Level,Danger Level,Station,Latitude,Longitude,River Name/ Tributory/ SubTributory,Basin,State,Start_date,End_date,Level_Entries,Streamflow_Entries,Privacy,Source Catchment Area,Catchment Area,Area variation (%),Reliability,District
INDOFLOODS-gauge-562-1,1978-06-18,1978-06-18,246.34,1978-06-18,1,1320.0,1978-06-18,1320.0,1,1,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-2,1978-07-26,1978-07-26,247.84,1978-07-26,1,1600.0,1978-07-26,1600.0,1,1,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-3,1978-08-26,1978-08-27,247.56,1978-08-27,1,1552.0,1978-08-27,2628.0,2,2,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-4,1978-08-29,1978-08-31,250.33,1978-08-30,1,2105.2,1978-08-30,4636.1,3,2,2,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-5,1979-07-10,1979-07-10,245.34,1979-07-10,1,920.0,1979-07-10,920.0,1,1,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-6,1979-08-03,1979-08-03,247.49,1979-08-03,1,1248.0,1979-08-03,1248.0,1,1,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-7,1979-08-05,1979-08-05,249.67,1979-08-05,1,1546.0,1979-08-05,1546.0,1,1,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-8,1979-08-10,1979-08-11,252.1,1979-08-10,1,1872.0,1979-08-10,3334.0,2,1,2,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-9,1981-08-06,1981-08-06,248.73,1981-08-06,1,1645.8,1981-08-06,1645.8,1,1,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-10,1981-08-10,1981-08-10,249.68,1981-08-10,1,2880.7,1981-08-10,2880.7,1,1,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-11,1981-09-28,1981-09-29,246.09,1981-09-28,1,946.1,1981-09-28,1698.9,2,1,2,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-12,1983-08-12,1983-08-12,248.97,1983-08-12,1,1630.0,1983-08-12,1630.0,1,1,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-13,1984-08-19,1984-08-19,245.31,1984-08-19,1,712.0,1984-08-19,712.0,1,1,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-14,1986-08-15,1986-08-15,247.59,1986-08-15,1,2191.5,1986-08-15,2191.5,1,1,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-15,1988-07-19,1988-07-20,248.8,1988-07-19,1,2194.0,1988-07-19,3936.0,2,1,2,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-16,1988-07-22,1988-07-23,248.2,1988-07-23,1,1750.0,1988-07-23,3180.0,2,2,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-17,1988-08-21,1988-08-23,250.24,1988-08-22,1,2571.0,1988-08-21,6201.0,3,2,2,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-18,1988-10-01,1988-10-01,245.05,1988-10-01,1,935.0,1988-10-01,935.0,1,1,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-19,1988-10-03,1988-10-04,251.45,1988-10-03,1,2700.0,1988-10-03,5127.0,2,1,2,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-20,1990-07-25,1990-07-25,251.0,1990-07-25,1,196.4,1990-07-25,196.4,1,1,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-21,1990-08-09,1990-08-09,246.2,1990-08-09,1,1149.0,1990-08-09,1149.0,1,1,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-22,1990-08-17,1990-08-18,248.05,1990-08-17,1,1419.0,1990-08-17,2156.2,2,1,2,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-23,1991-07-31,1991-07-31,246.53,1991-07-31,1,1341.0,1991-07-31,1341.0,1,1,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-24,1992-08-22,1992-08-22,248.65,1992-08-22,1,1329.0,1992-08-22,1329.0,1,1,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-25,1994-09-01,1994-09-02,249.5,1994-09-01,1,2377.0,1994-09-01,3878.0,2,1,2,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-26,1994-09-06,1994-09-08,250.69,1994-09-07,1,2976.0,1994-09-07,6383.0,3,2,2,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-27,1995-07-25,1995-07-25,245.19,1995-07-25,1,970.8,1995-07-25,970.8,1,1,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-28,1997-11-30,1997-12-01,246.1,1997-12-01,1,1313.0,1997-12-01,2557.0,2,2,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-29,1998-09-15,1998-09-17,249.96,1998-09-16,1,2521.0,1998-09-16,5996.0,3,2,2,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-30,1999-08-10,1999-08-11,249.28,1999-08-10,1,1840.0,1999-08-10,3370.69,2,1,2,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-31,2000-07-20,2000-07-20,247.32,2000-07-20,1,1020.0,2000-07-20,1020.0,1,1,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-32,2002-06-26,2002-06-26,245.15,2002-06-26,1,1579.0,2002-06-26,1579.0,1,1,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-33,2002-08-26,2002-08-26,245.55,2002-08-26,1,1710.0,2002-08-26,1710.0,1,1,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-34,2002-09-03,2002-09-04,246.7,2002-09-03,1,1910.0,2002-09-03,3807.0,2,1,2,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-35,2005-08-02,2005-08-02,247.93,2005-08-02,1,1953.27,2005-08-02,1953.27,1,1,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-36,2006-08-06,2006-08-08,251.6,2006-08-07,1,4124.0,2006-08-07,8748.0,3,2,2,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-37,2006-10-01,2006-10-02,248.0,2006-10-02,1,2363.0,2006-10-02,3971.0,2,2,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-38,2007-07-01,2007-07-02,249.55,2007-07-01,1,2605.53,2007-07-01,4766.53,2,1,2,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-39,2007-07-08,2007-07-09,251.1,2007-07-09,1,3608.08,2007-07-09,6345.08,2,2,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-40,2007-08-08,2007-08-09,250.09,2007-08-09,1,2784.3,2007-08-09,4630.56,2,2,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-41,2010-08-01,2010-08-01,245.34,2010-08-01,1,1293.41,2010-08-01,1293.41,1,1,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-42,2012-09-06,2012-09-07,250.0,2012-09-07,1,2515.0,2012-09-07,4536.0,2,2,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-43,2013-08-02,2013-08-03,249.19,2013-08-02,1,2489.92,2013-08-02,4497.54,2,1,2,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-44,2013-09-22,2013-09-22,246.47,2013-09-22,1,1754.78,2013-09-22,1754.78,1,1,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-45,2013-10-05,2013-10-05,245.88,2013-10-05,1,1568.23,2013-10-05,1568.23,1,1,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-46,2014-07-24,2014-07-24,250.09,2014-07-24,1,2742.79,2014-07-24,2742.79,1,1,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-562-47,2014-09-08,2014-09-08,245.4,2014-09-08,1,1370.65,2014-09-08,1370.65,1,1,1,Flood,INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe,Goplkhed
INDOFLOODS-gauge-571-1,1965-08-26,1965-08-27,227.13,1965-08-27,1,788.8,1965-08-27,1417.6,2,2,1,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-2,1965-09-02,1965-09-05,227.96,1965-09-02,1,1451.4,1965-09-04,4388.8,4,1,4,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-3,1965-09-09,1965-09-09,227.01,1965-09-09,1,710.0,1965-09-09,710.0,1,1,1,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-4,1965-09-23,1965-09-24,227.55,1965-09-23,1,1020.0,1965-09-23,1970.0,2,1,2,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-5,1966-07-19,1966-07-21,227.59,1966-07-21,1,1727.7,1966-07-21,4457.2,3,3,1,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-6,1966-07-23,1966-08-12,230.6,1966-07-27,1,6643.1,1966-07-27,49361.6,21,5,17,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-7,1966-08-16,1966-08-23,228.78,1966-08-20,1,3166.1,1966-08-20,17074.5,8,5,4,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-8,1966-09-04,1966-09-08,227.92,1966-09-07,1,1595.6,1966-09-07,6858.8,5,4,2,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-9,1967-06-28,1967-06-29,227.18,1967-06-29,1,1153.19,1967-06-29,2176.1,2,2,1,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-10,1967-07-02,1967-07-05,228.09,1967-07-04,1,1964.65,1967-07-04,5812.16,4,3,2,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-11,1967-07-18,1967-07-19,227.43,1967-07-18,1,1514.9,1967-07-18,2472.14,2,1,2,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-12,1967-07-21,1967-07-21,226.74,1967-07-21,1,835.01,1967-07-21,835.01,1,1,1,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-13,1967-07-24,1967-08-09,232.03,1967-07-29,1,8386.5,1967-08-04,71082.38,17,6,12,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-14,1967-08-13,1967-09-08,230.33,1967-08-22,1,4714.6,1967-08-22,54163.05,27,10,18,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-15,1967-09-16,1967-09-21,227.7,1967-09-18,1,1970.5,1967-09-18,8512.6,6,3,4,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-16,1968-07-19,1968-07-21,228.16,1968-07-20,1,2273.2,1968-07-20,5046.9,3,2,2,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-17,1968-07-24,1968-07-27,228.0,1968-07-25,1,2187.0,1968-07-25,6196.7,4,2,3,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-18,1968-07-30,1968-08-11,231.88,1968-08-06,1,9836.2,1968-08-06,45175.8,13,8,6,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-19,1968-08-14,1968-08-25,234.4,1968-08-16,1,14785.4,1968-08-16,56103.8,12,3,10,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-20,1968-09-14,1968-09-24,231.75,1968-09-16,1,6795.5,1968-09-16,32156.9,11,3,9,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-21,1969-07-05,1969-07-08,228.11,1969-07-07,1,2382.0,1969-07-07,6445.4,4,3,2,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-22,1969-07-18,1969-07-21,227.63,1969-07-18,1,1551.7,1969-07-18,5067.5,4,1,4,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-23,1969-07-25,1969-08-14,233.32,1969-08-02,1,12502.6,1969-08-02,82112.9,21,9,13,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-24,1969-08-16,1969-08-19,229.43,1969-08-17,1,4150.0,1969-08-17,8622.9,4,2,3,Severe Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-25,1969-08-21,1969-08-23,227.34,1969-08-21,1,1320.7,1969-08-21,3323.3,3,1,3,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
INDOFLOODS-gauge-571-26,1969-08-27,1969-08-28,227.13,1969-08-27,1,1143.7,1969-08-27,1997.5,2,1,2,Flood,INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe,Bhandara
